"Collection Name","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Temporal#1","Subject Temporal URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"CU Museum of Natural History: Yellow Jacket Collection","Field tent","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1980","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Three people stand near a field tent constructed at the Yellow Jacket archeological dig site. One is holding a light blue shirt up toward the camera, another stands directly behind them, and a third person looks on. A field and mountain range are visible in the background behind them. Written on verso: ""5MT-3. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_097.jpg","https://ark.colorado.edu/ark:/47540/798x7h7359ww","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","218","1247949","5263","YJC06.05_003_097.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~218~1247949"
"CU Museum of Natural History: Yellow Jacket Collection","Field tent","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1980","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Three people pose near a field tent constructed at the Yellow Jacket archeological dig site. One is holding a light blue shirt up toward the camera, another stands directly behind them, and a third person sits on an excavated ledge looking on. A field and mountain range are visible in the background behind them. Written on verso: ""5MT-3. Photo by Joe Ben Wheat.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_098.jpg","https://ark.colorado.edu/ark:/47540/rc7t7613h2dd","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","219","1247948","5263","YJC06.05_003_098.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~219~1247948"
"CU Museum of Natural History: Yellow Jacket Collection","Georgeanne","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person (Georgeanne) kneels in the rocky dirt at the Yellow Jacket archeological dig site, wearing a yellow and polka-dot bucket hat, sunglasses, and work gloves. There is a tool on the ground nearby. Another person is reaching toward the ground in the background behind them.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_017.jpg","https://ark.colorado.edu/ark:/47540/cp5w5325b2wb","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","139","1248029","5263","YJC06.05_003_017.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~139~1248029"
"CU Museum of Natural History: Yellow Jacket Collection","Georgeanne","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person (Georgeanne) uses a tool while kneeling in the rocky dirt at the Yellow Jacket archeological dig site. They wear a yellow and polka-dot bucket hat, sunglasses, and work gloves.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_018.jpg","https://ark.colorado.edu/ark:/47540/x82g5410f3sq","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","140","1248028","5263","YJC06.05_003_018.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~140~1248028"
"CU Museum of Natural History: Yellow Jacket Collection","Georgeanne at end of Water-chain","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person, holding a pipe in their mouth, tosses a bucket of muddied water from a pail. The camera captures the movement of the water as it is thrown. A bright sky with clouds takes up the background of the image. Written on verso: ""5MT-3 House 1""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_033.jpg","https://ark.colorado.edu/ark:/47540/v11h606271c1","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","155","1248013","5263","YJC06.05_003_033.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~155~1248013"
"CU Museum of Natural History: Yellow Jacket Collection","Georgeanne, the big rock""ette""","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person (Georgeanne) kneels to move a large rock on the ground in front of them. They are wearing a yellow polka-dot bucket hat and wearing work gloves. There are shovels and other tools as well as a tent pictured in the sage brush behind them.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_025.jpg","https://ark.colorado.edu/ark:/47540/58197b93m1c3","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","147","1248021","5263","YJC06.05_003_025.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~147~1248021"
"CU Museum of Natural History: Yellow Jacket Collection","Hannah Huse in EU","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1963","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A student, Hannah Huse, sits in the dirt at the Yellow Jacket archeological dig site with their back facing the camera. There is a broom and other tools around them.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_002.jpg","https://ark.colorado.edu/ark:/47540/475n5161w61h","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","125","1248043","5263","YJC06.05_003_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~125~1248043"
"CU Museum of Natural History: Yellow Jacket Collection","House 1: Happy rock crew","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Six people, photographed from a distance, stand in a rocky clearing near sage brush smiling at the camera. There is a plowed dirt field in the background behind them. Written on verso: ""Looking west. Photo by JSB.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_024.jpg","https://ark.colorado.edu/ark:/47540/w2111202126g","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","146","1248022","5263","YJC06.05_003_024.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~146~1248022"
"CU Museum of Natural History: Yellow Jacket Collection","House I rock hauling by human chain","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Four people stand in a rocky landscape in a line. They are holding large rocks and passing them between each other, in an effort to clear the land. A plowed dirt field is in the background behind them. Written on verso: ""Looking west. Kiva depression at left center. Photo by JSB.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_015.jpg","https://ark.colorado.edu/ark:/47540/bq3h7352k4pt","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","137","1248031","5263","YJC06.05_003_015.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~137~1248031"
"CU Museum of Natural History: Yellow Jacket Collection","House I: EU 2 Barbara; EU 3 Priscilla; EU 5 Georgeanne","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Three people, photographed facing away from the camera, use excavation tools at the Yellow Jacket archeological dig site. They are named as “Barbara, Priscilla, and Georgeanne.” They stand within sections marked off by string and metal spikes, and use shovels. A plowed dirt field is visible in the background behind them. Written on verso: ""Looking west. Photo by JSB.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_037.jpg","https://ark.colorado.edu/ark:/47540/gg9x9121j2z1","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","159","1248009","5263","YJC06.05_003_037.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~159~1248009"
"CU Museum of Natural History: Yellow Jacket Collection","Images: 5MT-3 Area 1: EU 3","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975/1977","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person’s legs dangle into a dirt pit at the Yellow Jacket archeological dig site. There are the remains of a stone wall structure and a partially excavated pottery piece visible around them.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.03_001.03_033.jpg","https://ark.colorado.edu/ark:/47540/d02v4490s0j9","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","96","1248072","5263","YJC06.03_001.03_033.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~96~1248072"
"CU Museum of Natural History: Yellow Jacket Collection","JBW + his girls loading for 3 day trip to Navajo Natl. Mon.","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A group of eight people stand next to the open trunk bed of a vehicle.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_001_002.jpg","https://ark.colorado.edu/ark:/47540/5p6f2p00h1qd","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","103","1248065","5263","YJC06.05_001_002.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~103~1248065"
"CU Museum of Natural History: Yellow Jacket Collection","JBW on photo tower","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Joe Ben Wheat stands on top of a tall wooden ladder, holding a camera pointed at the ground and carrying a pipe in his mouth. Written on verso: ""5MT-3 House 1. Photo by Priscilla Ellwood.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_010.jpg","https://ark.colorado.edu/ark:/47540/6h8f3q29d3gc","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","132","1248036","5263","YJC06.05_003_010.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~132~1248036"
"CU Museum of Natural History: Yellow Jacket Collection","JBW photographing painted rock","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Joe Ben Wheat, kneeled in the dirt covered by a dark black cloth, uses a camera to take a photographic image of an assortment of objects arranged on a wooden table. Written on verso: ""Look north. Photograph by JSB.""","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_005.jpg","https://ark.colorado.edu/ark:/47540/n12t8171t0t0","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","127","1248041","5263","YJC06.05_003_005.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~127~1248041"
"CU Museum of Natural History: Yellow Jacket Collection","Jim","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1978","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person, noted as Jim, crouches in an excavated ditch at the Yellow Jacket archeological dig site. He is holding a measuring tape to the side of the dirt wall. Other tools lay nearby, and another person holding a shovel is visible behind him.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_067.jpg","https://ark.colorado.edu/ark:/47540/qh858g60j1th","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","188","1247979","5263","YJC06.05_003_067.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~188~1247979"
"CU Museum of Natural History: Yellow Jacket Collection","Jim","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1978","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","Two people crouch in the dirt at the Yellow Jacket archeological dig site. One person in the foreground uses a pencil to record information on a clipboard. There are shovels, a measuring tape, and other materials visible around them, as well as string markers tied around metal spikes.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_069.jpg","https://ark.colorado.edu/ark:/47540/7d9h0885x28q","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","190","1247977","5263","YJC06.05_003_069.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~190~1247977"
"CU Museum of Natural History: Yellow Jacket Collection","Jim","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1978","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A man, noted as Jim, working at the Yellow Jacket archeological dig site turns to face the camera. He is holding a clipboard, and details of the excavation can be seen in the background behind him.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_070.jpg","https://ark.colorado.edu/ark:/47540/5b2q2h18275m","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","191","1247976","5263","YJC06.05_003_070.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~191~1247976"
"CU Museum of Natural History: Yellow Jacket Collection","Joe Ben's Girls","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1977","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A group of eight people stand in a line in front of a white wooden building that reads “Yellow Jacket CO. 81335” as well as a post office sign. They are wearing matching yellow t-shirts that read “Joe Ben’s Girls Yellow Jacket 77” with their first names. One student wears a blue t-shirt that reads “Joe Ben’s Token Male Yellow Jacket 77.”","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_001_003.jpg","https://ark.colorado.edu/ark:/47540/vx5q5n33x215","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","104","1248064","5263","YJC06.05_001_003.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~104~1248064"
"CU Museum of Natural History: Yellow Jacket Collection","Joe Ben's Girls - augmented","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1977","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A group of eleven people (students and staff) stand in front of a white wooden building, with large yellow painted letters on the front that read: “Yellow Jacket Store & Post Office General Merchandise.” Many of them wear matching yellow and blue t-shirts.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_001_005.jpg","https://ark.colorado.edu/ark:/47540/6j4r9s99q88n","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","105","1248063","5263","YJC06.05_001_005.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~105~1248063"
"CU Museum of Natural History: Yellow Jacket Collection","John + Joy - on the dig","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","Photographs","http://id.loc.gov/authorities/genreForms/gf2017027249","1975","","","","1 photograph; 2"" x 2""","color slides","https://vocab.getty.edu/aat/300128366","A person holding a shovel moves dirt at the Yellow Jacket archeological dig site while another person, crouched on the ground, works. Tools and other objects are visible around them.","Excavations (Archaeology)","https://lccn.loc.gov/sh85046105","Ancestral Pueblo culture","https://lccn.loc.gov/sh2014001391","University of Colorado Boulder--Graduate work","https://lccn.loc.gov/sh85141124","","","","","","","","","Yellow Jacket Site (Colo.)","http://id.loc.gov/authorities/subjects/sh87000488","Twentieth century","https://lccn.loc.gov/sh85139020","YJC06.05_003_030.jpg","https://ark.colorado.edu/ark:/47540/r58z2038486g","CU Museum of Natural History","2022","image/jpeg","local","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","152","1248016","5263","YJC06.05_003_030.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~50~50~152~1248016"
